Attraction_id,myAttraction_name,Combined_Attraction_Name,Attraction_name,User_Review_Score,Category,City,District,Number_of_Records,Place,State,Website,Formatted_Address,Lat,Lng,Pincode,Exc_frm_vislzn,Keywords
9035,Muchalinda Lake,Muchalinda Lake-BiharHeritage,Muchalinda Lake,3.84,Heritage,NULL,Gaya District,1,In Main City Bodh Gaya,Bihar,TripAdvisor,"City Mobile Centre, Gaya Road, Bodh Gaya, Gaya District, Bihar",24.687259,84.882297,824237,No,#N/A
9036,Darjeeling Himalayan Railway Ghoom Museum,Darjeeling Himalayan Railway Ghoom Museum-West BengalHeritage,Darjeeling Himalayan Railway Ghoom Museum,3.86,Heritage,Darjeeling,Darjiling District;Darjeeling District,1,Ghoom Railway Station Darjeeling 734102,West Bengal,TripAdvisor,"Ghoom Railway Station, Sukhiapokri Road, Ghoom, Jorebunglow Sukiapokhri, Darjiling District, Darjeeling, West Bengal",27.008322,88.253803,734102,No,#N/A
9037,Salar Jung Museum,Salar Jung Museum-TelanganaHeritage,Salar Jung Museum,4.22,Heritage,Hyderabad,Hyderabad District,1,Salar Jung Road Hyderabad 500024,Telangana,TripAdvisor,"Aziz Jung Road, Noor Khan Bazar, Bahadurpura, Hyderabad District, Hyderabad, Telangana",17.37297632,78.48644979,500024,No,#N/A
9039,Dr Grahams Home,Dr Grahams Home-West BengalHeritage,Dr Grahams Home,4.09,Heritage,Kalimpong,Kalimpong District;Darjeeling District,1,Deolo Hill Bursar Road Kalimpong,West Bengal,TripAdvisor,"Dr Grahma House, Deolo, Kalimpong I, Kalimpong District, Kalimpong, West Bengal",27.082387,88.493653,734316,No,#N/A
9040,Banashankari Temple,Banashankari Temple-KarnatakaHeritage,Banashankari Temple,4.23,Heritage,NULL,Bagalkot District,1,Bagalkot District Badami 587201,Karnataka,TripAdvisor,"Banashankari Temple, SH 136, Badami, Bagalkot District, Karnataka",15.871774,75.720924,587201,No,#N/A
9041,Lotus Temple,Lotus Temple-DelhiHeritage,Lotus Temple,4.52,Heritage,New Delhi,South East Delhi District,1,Near Kalkaji Temple East of Nehru Place New Delhi 110019,Delhi,TripAdvisor,"Lotus Temple, Bahai Temple Road, Bahapur, Kalkaji, Kalkaji, South East Delhi District, New Delhi, Delhi",28.553302,77.258677,110019,No,#N/A
9042,Belum Caves,Belum Caves-Andhra PradeshHeritage,Belum Caves,4.14,Heritage,NULL,Kurnool District,1,Belum Village Kurnool 518123,Andhra Pradesh,TripAdvisor,"Belum Caves, Kolimigundla, Kurnool District, Andhra Pradesh",15.098056,78.109167,518123,No,#N/A
9043,Mandir Palace,Mandir Palace-RajasthanHeritage,Mandir Palace,4.08,Heritage,Jaisalmer,Jaisalmer District,1,Jaisalmer,Rajasthan,TripAdvisor,"WelcomHeritage Mandir Palace, Gandhi Chowk Road, Sadar Bazar, Jaisalmer, Jaisalmer District, Jaisalmer, Rajasthan",26.915593,70.910152,345001,No,#N/A
9044,Pahari Mandir,Pahari Mandir-JharkhandHeritage,Pahari Mandir,4.33,Heritage,Ranchi,Ranchi District,1,Near Ratu Road 8 Km from Ranchi railway Station Ranchi,Jharkhand,TripAdvisor,"Ranchi Railway Station, Station Road, Gosaintola, Kanke, Ranchi District, Ranchi, Jharkhand",23.349376,85.335471,834001,No,#N/A
9045,Golden Temple (Kashi Vishwanath),Golden Temple (Kashi Vishwanath)-Uttar PradeshHeritage,Golden Temple (Kashi Vishwanath),4.04,Heritage,Varanasi,Varanasi District,1,Kashi On Banks Of Ganges River Varanasi 221001,Uttar Pradesh,TripAdvisor,"Kashi Vishwanath Jyotirlingam Temple, Agrasen Marg, Lahori Tola, Varanasi, Varanasi District, Varanasi, Uttar Pradesh",25.310784,83.010664,221001,No,#N/A
9046,Gandhi Memorial,Gandhi Memorial-Tamil NaduHeritage,Gandhi Memorial,3.88,Heritage,Kanniyakumari,Kanniyakumari District,1,Near Anna University Kanyakumari,Tamil Nadu,TripAdvisor,"Kamarajar Memorial Hall, Beach Road, Agastheeswaram, Kanniyakumari District, Kanniyakumari, Tamil Nadu",8.078926,77.548957,629702,No,#N/A
9047,Sas Bahu Temple,Sas Bahu Temple-Madhya PradeshHeritage,Sas Bahu Temple,4.17,Heritage,Gwalior,Gwalior District,1,Near Gwalior Fort Gwalior,Madhya Pradesh,TripAdvisor,"Temple, Gwalior Fort, Gwalior Gird, Gwalior District, Gwalior, Madhya Pradesh",26.231347,78.169554,474008,No,#N/A
9048,"Girivalam, Arunachaleswarar Temple","Girivalam, Arunachaleswarar Temple-Tamil NaduHeritage","Girivalam, Arunachaleswarar Temple",4.36,Heritage,Tiruvannamalai,Tiruvannamalai District,1,Tiruvannamalai Temple road Tiruvannamalai,Tamil Nadu,TripAdvisor,"Temple, Vellore Road, Vengikkal, Tiruvannamalai, Tiruvannamalai District, Tiruvannamalai, Tamil Nadu",12.257967,79.06847,606604,No,#N/A
9049,Mahamaham tank,Mahamaham tank-Tamil NaduHeritage,Mahamaham tank,3.96,Heritage,Kumbakonam,Thanjavur District,1,Kumbakonam,Tamil Nadu,TripAdvisor,"Mahamaham Tank, Indira Gandhi Road, Kanmani Devi Nagar, Kumbakonam, Thanjavur District, Kumbakonam, Tamil Nadu",10.955794,79.381956,612001,No,#N/A
9050,Forest Research Institute,Forest Research Institute-UttarakhandHeritage,Forest Research Institute,4.48,Heritage,Dehradun,Dehradun District,1,Mason Rd Indian Military Academy Dehradun 248001,Uttarakhand,TripAdvisor,"Forest Research Institute, FRI and College Area, Dehradun, Dehradun District, Dehradun, Uttarakhand",30.344226,77.997232,248001,No,#N/A
9051,Dhanushkodi Beach,Dhanushkodi Beach-Tamil NaduHeritage,Dhanushkodi Beach,4.26,Heritage,NULL,Ramanathapuram District,1,Dhanushkodi Rameswaram,Tamil Nadu,TripAdvisor,"Dhanushkodi Beach, Thittakudi Street, Rameswaram, Ramanathapuram District, Tamil Nadu",9.199545,79.380869,623521,No,#N/A
9053,Safa Shahouri Masjid,Safa Shahouri Masjid-GoaHeritage,Safa Shahouri Masjid,4.13,Heritage,Ponda,North Goa District,1,Shahpur Ponda,Goa,TripAdvisor,"Safa Masjid, Electricity Department Staff Residential Colony, Ponda, North Goa District, Ponda, Goa",15.406622,74.00006,403401,No,#N/A
9054,Sanchi Museum,Sanchi Museum-Madhya PradeshHeritage,Sanchi Museum,4.43,Heritage,Sanchi,Raisen District,1,Raisen District Sanchi,Madhya Pradesh,TripAdvisor,"Sanchi Museum, Raisen, Raisen District, Sanchi, Madhya Pradesh",23.48428,77.739453,464661,No,#N/A
9055,Church and Monastery of St Augustine,Church and Monastery of St Augustine-GoaHeritage,Church and Monastery of St Augustine,3.81,Heritage,Old Goa,North Goa District,1,Old Goa Nr. Holy Hill Panjim 403402,Goa,TripAdvisor,"Augustinian Monastery, Bainguinim, Tiswadi, North Goa District, Old Goa, Goa",15.500092,73.906299,403402,No,#N/A
9057,Dariya Daulat Palace ,Dariya Daulat Palace - Tipu Sultan's Summer Palace-KarnatakaHeritage,Dariya Daulat Palace - Tipu Sultan's Summer Palace,3.96,Heritage,Srirangapatna,Mandya District,1,Nandi-Hills Srirangapatna 571438,Karnataka,TripAdvisor,"Daria Daulat Bagh, Shrirangapattana, Mandya District, Srirangapatna, Karnataka",12.420043,76.696847,571438,No,#N/A
9058,Fatehpur Sikri,Fatehpur Sikri-Uttar PradeshHeritage,Fatehpur Sikri,4.32,Heritage,Fatehpur Sikri,Agra District,1,Fatehpur Sikri,Uttar Pradesh,TripAdvisor,"Fatehpur Sikri, Dadupura, Kiraoli, Agra District, Fatehpur Sikri, Uttar Pradesh",27.094722,77.662778,283110,No,#N/A
9059,Tomb of Mughal Emperor Aurangzeb,Tomb of Mughal Emperor Aurangzeb-BiharHeritage,Tomb of Mughal Emperor Aurangzeb,3.67,Heritage,NULL,Aurangabad District,1,Khuldabad Aurangabad,Bihar,TripAdvisor,"Shamsher Khan Tomb, Daudnagar, Aurangabad District, Bihar",25.090402,84.459493,824143,No,#N/A
9061,Maharaja's Palace,Maharaja's Palace-MaharashtraHeritage,Maharaja's Palace,4.1,Heritage,NULL,Kolhapur District,1,Kolhapur,Maharashtra,TripAdvisor,"Hotel Mayur Palace Bar and Restaurant, Kagal, Kolhapur District, Maharashtra",16.559704,74.31609,416216,No,#N/A
9062,Maharana Pratap Museum,Maharana Pratap Museum-RajasthanHeritage,Maharana Pratap Museum,3.85,Heritage,NULL,Udaipur District,1,Haldi Ghati-Near Udaipur 313322,Rajasthan,TripAdvisor,"Government Primary School Sukher Ki Ghati, Girwa, Udaipur District, Rajasthan",24.863166,73.605897,313322,No,#N/A
9063,Viceroy's Arch,Viceroy's Arch-GoaHeritage,Viceroy's Arch,4.05,Heritage,Old Goa,North Goa District,1,Old Goa Near OLD Goa Church Complex Goa Velha 403402,Goa,TripAdvisor,"Church, NH 748, Velha Goa, Tiswadi, North Goa District, Old Goa, Goa",15.500978,73.915171,403402,No,#N/A
9064,Lad Khan Temple,Lad Khan Temple-KarnatakaHeritage,Lad Khan Temple,3.9,Heritage,Badami,Bagalkot District,1,Aihole Badami,Karnataka,TripAdvisor,"Shiva Temple, Anand Nagar, Badami, Bagalkot District, Badami, Karnataka",15.923817,75.68196,587201,No,#N/A
9065,Ramappa Lake,Ramappa Lake-TelanganaHeritage,Ramappa Lake,4.41,Heritage,Warangal,Warangal Urban District,1,1 Km Away from Ramappa Temple Near Palampet in Venkatapur Mandal Warangal,Telangana,TripAdvisor,"1, Shambhunipet, Warangal, Warangal Urban District, Warangal, Telangana",17.957804,79.597657,506002,No,#N/A
9066,Nagpur Ramtek Temple,Nagpur Ramtek Temple-MaharashtraHeritage,Nagpur Ramtek Temple,4.3,Heritage,NULL,Nagpur District,1,Ambala village Nagpur,Maharashtra,TripAdvisor,"Temple, Ramtek, Nagpur District, Maharashtra",21.390372,79.346681,441106,No,#N/A
9067,Sahelion Ki Bari,Sahelion Ki Bari-RajasthanHeritage,Sahelion Ki Bari,4.18,Heritage,Udaipur,Udaipur District,1,On the banks of Fateh Sagar Lake Udaipur 313001,Rajasthan,TripAdvisor,"Fateh Sagar Road, Ambamata, Girwa, Udaipur District, Udaipur, Rajasthan",24.59358408,73.68101139,313001,No,#N/A
9068,Hamirsar Lake,Hamirsar Lake-GujaratHeritage,Hamirsar Lake,4.08,Heritage,Bhuj,Kachchh District,1,near Mahadev Gate Bhuj,Gujarat,TripAdvisor,"Bhujiya Fort Gate, Bhuj, Kachchh District, Bhuj, Gujarat",23.24873,69.689916,370001,No,#N/A
9069,Karauli City Palace,Karauli City Palace-RajasthanHeritage,Karauli City Palace,4.49,Heritage,Karauli,Karauli District,1,Karauli 322241,Rajasthan,TripAdvisor,"Ramvilas Palace, NH 23, Village Ruggapura, Karauli, Karauli District, Karauli, Rajasthan",26.487552,77.013903,322241,No,#N/A
9070,Kankai Mata Temple,Kankai Mata Temple-GujaratHeritage,Kankai Mata Temple,3.99,Heritage,NULL,Junagadh District,1,Gir National Park Gir National Park,Gujarat,TripAdvisor,"Gir National Park, SH 26, Mendarda, Junagadh District, Gujarat",21.168574,70.599217,362135,No,#N/A
9071,Mylapore,Mylapore-Tamil NaduHeritage,Mylapore,4.21,Heritage,Chennai,Chennai District,1,Chennai,Tamil Nadu,TripAdvisor,"Mylapore, Chennai, Chennai District, Chennai, Tamil Nadu",13.037047,80.267852,600004,No,#N/A
9072,Prag Mahal Palace,Prag Mahal Palace-GujaratHeritage,Prag Mahal Palace,3.66,Heritage,Bhuj,Kachchh District,1,Next to the Aina Mahal Bhuj,Gujarat,TripAdvisor,"Prag Mahal, Old Dhatia Falia, Bhuj, Kachchh District, Bhuj, Gujarat",23.25474,69.668349,370001,No,#N/A
9073,Vashishta Gufa,Vashishta Gufa-UttarakhandHeritage,Vashishta Gufa,4.42,Heritage,Rishikesh,Dehradun District,1,Rishikesh Badrinath Highway Near Swami Purushottamananda Ji Ashram Rishikesh,Uttarakhand,TripAdvisor,"Swami Ram Sadhak Gram Ashram, Veerbhadra Marg, Aambag, IDPL Colony, Rishikesh, Dehradun District, Rishikesh, Uttarakhand",30.071415,78.277278,249203,No,#N/A
9074,Chennakesava Temple,Chennakesava Temple-KarnatakaHeritage,Chennakesava Temple,4.61,Heritage,Belur,Hassan District,1,Belur 573115,Karnataka,TripAdvisor,"Temple, SH 110, JP Nagar, Belur, Hassan District, Belur, Karnataka",13.159031,75.862994,573115,No,#N/A
9075,Bheemunipatnam Beach,Bheemunipatnam Beach-Andhra PradeshHeritage,Bheemunipatnam Beach,4.14,Heritage,NULL,Visakhapatnam District,1,Visakhapatnam (Vizag) 531163,Andhra Pradesh,TripAdvisor,"Vizag Impex Pvt Ltd, Bheemunipatnam, Visakhapatnam District, Andhra Pradesh",17.901086,83.410983,531163,No,#N/A
9076,Chandragiri Hill,Chandragiri Hill-KarnatakaHeritage,Chandragiri Hill,3.83,Heritage,NULL,Hassan District,1,Shravanabelagola Hassan,Karnataka,TripAdvisor,"West Hill Polytechnic, Channarayapatna, Hassan District, Karnataka",12.947774,76.339925,573225,No,#N/A
9077,Mother House,Mother House-West BengalHeritage,Mother House,4.38,Heritage,Kolkata,Kolkata District,1,Mother House A J C Bose Road Kolkata 700016,West Bengal,TripAdvisor,"Mother House, AJC Bose Road, Rawdon Street Area, Kolkata, Kolkata District, Kolkata, West Bengal",22.553135,88.363646,700016,No,#N/A
9078,Brahma Temple,Brahma Temple-RajasthanHeritage,Brahma Temple,4.03,Heritage,Pushkar,Ajmer District,1,Brahma Mandir Ajmer District Pushkar 305022,Rajasthan,TripAdvisor,"Bihari Bai Ji Ka Temple Also Famous Bai Ji Ka Mandir, Ajmer, Ajmer District, Pushkar, Rajasthan",26.487486,74.557386,305022,No,#N/A
9079,Tirumala Temple,Tirumala Temple-Andhra PradeshHeritage,Tirumala Temple,4.4,Heritage,Tirupati,Chittoor District,1,Tirupati,Andhra Pradesh,TripAdvisor,"Temple, Tirumala Footpath Road, Marri Chenna Reddy Colony, Tirupati Urban, Chittoor District, Tirupati, Andhra Pradesh",13.641472,79.410822,517507,No,#N/A
9080,Keoladeo National Park,Keoladeo National Park-RajasthanHeritage,Keoladeo National Park,4.41,Heritage,Bharatpur,Bharatpur District,1,Bharatpur 321001,Rajasthan,TripAdvisor,"Keoladeo National Park, Bharatpur, Bharatpur District, Bharatpur, Rajasthan",27.194671,77.508314,321001,No,#N/A
9085,The Kala Amb Park,The Kala Amb Park-HaryanaHeritage,The Kala Amb Park,3.26,Heritage,NULL,Panipat District,1,8 Km From The City Panipat,Haryana,TripAdvisor,"Panipat Battle Field, Panipat, Panipat District, Haryana",29.395676,77.021196,132104,No,#N/A
9086,Great Living Chola Temples,Great Living Chola Temples-Andhra PradeshHeritage,Great Living Chola Temples,4.83,Heritage,NULL,Prakasam District,1,NULL,Andhra Pradesh,TripAdvisor,"Temples, Maddipadu, Prakasam District, Andhra Pradesh",15.611179,80.038042,523211,No,#N/A
9087,Buddha Museum,Buddha Museum-Uttar PradeshHeritage,Buddha Museum,3.61,Heritage,NULL,Kushinagar District,1,Near Tibetan Temple Kushinagar,Uttar Pradesh,TripAdvisor,"Buddha Museum, Kasya, Kushinagar District, Uttar Pradesh",26.738595,83.89319,274403,No,#N/A
9088,Akbar's Palace & Museum,Akbar's Palace & Museum-PunjabHeritage,Akbar's Palace & Museum,3.82,Heritage,NULL,Patiala District,1,Ajmer Village Ajmer 305001,Punjab,TripAdvisor,"Palace, Rajpura, Patiala District, Punjab",30.53387,76.510073,140402,No,#N/A
9089,Ramtek Fort Temple,Ramtek Fort Temple-MaharashtraHeritage,Ramtek Fort Temple,4.24,Heritage,NULL,Nagpur District,1,Calm Hilltop Ramtek Nagpur,Maharashtra,TripAdvisor,"Temple, Ramtek, Nagpur District, Maharashtra",21.336315,79.386897,441106,No,#N/A
9090,Viper Island,Viper Island-Andaman & Nicobar IslandsHeritage,Viper Island,3.24,Heritage,NULL,South Andaman District,1,Port Blair South Andaman Island,Andaman & Nicobar Islands,TripAdvisor,"South Sentinel Island, Port Blair, South Andaman District, Andaman & Nicobar Islands",10.978505,92.22256,744207,No,#N/A
9091,Buddhist Vihara,Buddhist Vihara-Madhya PradeshHeritage,Buddhist Vihara,4.08,Heritage,Sanchi,Raisen District,1,Raisen District Sanchi 464661,Madhya Pradesh,TripAdvisor,"Archaeological Colony, Raisen, Raisen District, Sanchi, Madhya Pradesh",23.481307,77.731125,464661,No,#N/A
9092,Kamakandla Fort,Kamakandla Fort-Madhya PradeshHeritage,Kamakandla Fort,4.02,Heritage,NULL,Katni District,1,Bilhary Katni,Madhya Pradesh,TripAdvisor,"Kamakandla Fort, Rithi, Katni District, Madhya Pradesh",23.792601,80.271581,483501,No,#N/A
9093,Achalgarh Fort,Achalgarh Fort-RajasthanHeritage,Achalgarh Fort,3.83,Heritage,NULL,Sirohi District,1,Sirohi District Mount Abu 307501,Rajasthan,TripAdvisor,"Achalgarh, Abu Road, Sirohi District, Rajasthan",24.630525,72.752126,307501,No,#N/A
9094,Saptakoteshwar Temple,Saptakoteshwar Temple-GoaHeritage,Saptakoteshwar Temple,4.25,Heritage,Panaji,North Goa District,1,Narve Village Near Konkan Area Panjim,Goa,TripAdvisor,"Temple, Nagalli Hills Colony, Dona Paula, Tiswadi, North Goa District, Panaji, Goa",15.464868,73.819126,403002,No,#N/A
9095,Mani Mandir,Mani Mandir-GujaratHeritage,Mani Mandir,4.03,Heritage,NULL,Morbi District,1,Wellingdon Secretariat Morbi,Gujarat,TripAdvisor,"Rajbai Mandir, Morvi, Morbi District, Gujarat",22.910657,70.649607,363660,No,#N/A
9096,Tashiding Monastery,Tashiding Monastery-SikkimHeritage,Tashiding Monastery,4.56,Heritage,NULL,West District,1,Yuksom,Sikkim,TripAdvisor,"Tashiding, Gyalshing, West District, Sikkim",27.305228,88.31449,737111,No,#N/A
9097,Neemrana Baoli,Neemrana Baoli-RajasthanHeritage,Neemrana Baoli,2.88,Heritage,Neemrana,Alwar District,1,Behind Neemrana Fort Amer Jaipur 301705,Rajasthan,TripAdvisor,"Neemrana Fort Palace, Behror, Alwar District, Neemrana, Rajasthan",27.9938,76.388334,301705,No,#N/A
9098,Bhimgoda Tank,Bhimgoda Tank-UttarakhandHeritage,Bhimgoda Tank,3.5,Heritage,Haridwar,Hardwar District,1,Near Har ki Pauri Haridwar,Uttarakhand,TripAdvisor,"Har Ki Pauri, Har Ki Pauri, Hardwar, Hardwar District, Haridwar, Uttarakhand",29.956298,78.17068,249401,No,#N/A
9099,Albert Hall Museum,Albert Hall Museum-RajasthanHeritage,Albert Hall Museum,4.03,Heritage,Jaipur,Jaipur District,1,Agrasen Hospital Marg Adarsh Nagar Jaipur 302004,Rajasthan,TripAdvisor,"Albert Hall Museum, Thandi Sarak, Kailash Puri, Adarsh Nagar, Jaipur, Jaipur District, Jaipur, Rajasthan",26.911918,75.819524,302004,No,#N/A
9100,Ross Island,Ross Island-Andaman & Nicobar IslandsHeritage,Ross Island,3.81,Heritage,Port Blair,South Andaman District,1,2 km east of Port Blair Port Blair South Andaman Island 744101,Andaman & Nicobar Islands,TripAdvisor,"Fortune Resort Bay Island Port Blair, Marine Hill, Port Blair, South Andaman District, Port Blair, Andaman & Nicobar Islands",11.676363,92.7403,744101,No,#N/A
9101,Kalpathy Temple,Kalpathy Temple-KeralaHeritage,Kalpathy Temple,4.63,Heritage,NULL,Palakkad District,1,3 km from Palakkad Palakkad,Kerala,TripAdvisor,"KM Stores, Parayan Kadu Road, Palakkad, Palakkad District, Kerala",10.85454,76.5208,678631,No,#N/A
9102,Tipu Sultan Fort,Tipu Sultan Fort-KeralaHeritage,Tipu Sultan Fort,4.25,Heritage,NULL,Palakkad District,1,Near fort maidan Palakkad,Kerala,TripAdvisor,"Muhsina Stores, Tipu Sultan Road, Palakkad, Palakkad District, Kerala",10.870578,76.500708,678631,No,#N/A
9104,Banaras Hindu University,Banaras Hindu University-Uttar PradeshHeritage,Banaras Hindu University,4.09,Heritage,Varanasi,Varanasi District,1,Varanasi 221005,Uttar Pradesh,TripAdvisor,"Banaras Hindu University, Banaras Hindu University, Varanasi, Varanasi District, Varanasi, Uttar Pradesh",25.268674,82.993819,221005,No,#N/A
9105,Church of Holy Spirit,Church of Holy Spirit-GoaHeritage,Church of Holy Spirit,4.4,Heritage,Margao,South Goa District,1,Bishop Francisco Rebello Road Margao 403601,Goa,TripAdvisor,"Holy Spirit Medical Stores, Kochi Panvel Highway, Comba, Salcete, South Goa District, Margao, Goa",15.282011,73.957307,403601,No,#N/A
9106,Nalagarh Palace,Nalagarh Palace-Himachal PradeshHeritage,Nalagarh Palace,3.77,Heritage,Nalagarh,Solan District,1,Nalagarh Nalagarh Nalagarh Tehsil,Himachal Pradesh,TripAdvisor,"Nalagarh PG College, SH 16, Nalagarh, Solan District, Nalagarh, Himachal Pradesh",31.044559,76.70479,174101,No,#N/A
9107,Shravasti District,Shravasti District-MaharashtraHeritage,Shravasti District,3.63,Heritage,NULL,Satara District,1,Baharaich District,Maharashtra,TripAdvisor,"Shravasti Buddha Vihar, Patan, Satara District, Maharashtra",17.304424,74.025187,415209,No,#N/A
9108,Chitharal Hill Temple,Chitharal Hill Temple-Tamil NaduHeritage,Chitharal Hill Temple,4.52,Heritage,Marthandam,Kanniyakumari District,1,Chitharaldam Marthandam,Tamil Nadu,TripAdvisor,"Temple, NH 66, Vilavancode, Kanniyakumari District, Marthandam, Tamil Nadu",8.304359,77.228191,629165,No,#N/A
9109,Sri Jagannatha Temple,Sri Jagannatha Temple-KeralaHeritage,Sri Jagannatha Temple,4.38,Heritage,Thalassery,Kannur District,1,Temle Gate Thalassery,Kerala,TripAdvisor,"Temple, Gopalpet, Thalassery, Kannur District, Thalassery, Kerala",11.734502,75.5049,670102,No,#N/A
9110,Magen David Synagogue,Magen David Synagogue-MaharashtraHeritage,Magen David Synagogue,4.02,Heritage,Mumbai,Mumbai District,1,340 Sir J. J. Road Byculla Mumbai 400008,Maharashtra,TripAdvisor,"Magen David Synagogue, Mohammad Shahid Marg, Agripada, Mumbai, Mumbai District, Mumbai, Maharashtra",18.975278,72.826667,400008,No,#N/A
9112,Bibi Ka Maqbara,Bibi Ka Maqbara-MaharashtraHeritage,Bibi Ka Maqbara,3.92,Heritage,Aurangabad,Aurangabad District,1,Begumpura Gulistan-e-Jauhar KARACHI Aurangabad 431004,Maharashtra,TripAdvisor,"Bibi Ka Maqbara, Bibi Ka Makbara, Begampura, Aurangabad, Aurangabad District, Aurangabad, Maharashtra",19.901511,75.32022,431004,No,#N/A
9113,Pune Heritage Walk,Pune Heritage Walk-MaharashtraHeritage,Pune Heritage Walk,4.65,Heritage,NULL,Pune District,1,A & B Wing 5th Floor MCCIA Trade Tower International Convention Centre Senapati Bapat Road Pune 411016,Maharashtra,TripAdvisor,"Heritage, Haveli, Pune District, Maharashtra",18.400608,73.768803,411025,No,#N/A
9114,Dutch Cemetery,Dutch Cemetery-KeralaHeritage,Dutch Cemetery,3.2,Heritage,Kochi,Ernakulam District,1,Dutch Cemetery Road Fort Kochi Kochi (Cochin),Kerala,TripAdvisor,"Dutch Cemetery, Dutch Cemetery Road, Fort Kochi, Kochi, Ernakulam District, Kochi, Kerala",9.964267,76.238222,682001,No,#N/A
9116,Sher Mandal,Sher Mandal-DelhiHeritage,Sher Mandal,3.15,Heritage,New Delhi,South East Delhi District,1,Purana Qila New Delhi 110001,Delhi,TripAdvisor,"Sher Mandal, Zoological Park Road, Purana Qila, Defence Colony, South East Delhi District, New Delhi, Delhi",28.608756,77.24497,110001,No,#N/A
9117,Patna Museum,Patna Museum-BiharHeritage,Patna Museum,4.27,Heritage,Patna,Patna District,1,Vidyapati Marg Patna,Bihar,TripAdvisor,"Patna Museum, Buddha Marg, Lodipur, Patna Rural, Patna District, Patna, Bihar",25.6125,85.133056,800001,No,#N/A
9118,Key Monastery,Key Monastery-Himachal PradeshHeritage,Key Monastery,4.4,Heritage,NULL,Lahul And Spiti District,1,172114,Himachal Pradesh,TripAdvisor,"Sakya Gompa Buddhist Monastery, Spiti, Lahul And Spiti District, Himachal Pradesh",32.234267,78.050147,172114,No,#N/A
9119,Maha Sati,Maha Sati-RajasthanHeritage,Maha Sati,3.8,Heritage,Chittaurgarh,Chittaurgarh District,1,Ahar Near Kalika Mata Temple Chittaurgarh 312001,Rajasthan,TripAdvisor,"Ambey Mata Mandir, Pratap Nagar, Chittaurgarh, Chittaurgarh District, Chittaurgarh, Rajasthan",24.876045,74.616093,312001,No,#N/A
9120,Konhara Ghat,Konhara Ghat-BiharHeritage,Konhara Ghat,3.61,Heritage,Patna,Patna District,1,Vaishali Patna,Bihar,TripAdvisor,"Vaishali Opticals, Rajendra Path, Saidpu Golambar, Patna Rural, Patna District, Patna, Bihar",25.611278,85.150595,800001,No,#N/A
9121,Dilwara Jain Temples,Dilwara Jain Temples-RajasthanHeritage,Dilwara Jain Temples,4.25,Heritage,Mount Abu,Sirohi District,1,Dilwara Rd Mount Abu 307501,Rajasthan,TripAdvisor,"Jain Bhojanalaya, Delwara, Abu Road, Sirohi District, Mount Abu, Rajasthan",24.609538,72.72454,307501,No,#N/A
9122,Bhagsu Naag Temple,Bhagsu Naag Temple-Himachal PradeshHeritage,Bhagsu Naag Temple,3.93,Heritage,Dharmsala,Kangra District,1,Bhagsu Nag 176219,Himachal Pradesh,TripAdvisor,"Bhagsu Hotel and Restaurant, Bhagsu Nag, Dharmsala, Kangra District, Dharmsala, Himachal Pradesh",32.243693,76.333301,176219,No,#N/A
9124,Takhat Sachkhand Sri Hazur Abchalnagar Sahib,Takhat Sachkhand Sri Hazur Abchalnagar Sahib-MaharashtraHeritage,Takhat Sachkhand Sri Hazur Abchalnagar Sahib,4.51,Heritage,Nanded Waghala,Nanded District,1,River Godavari Nanded Nanded-Waghala 431601,Maharashtra,TripAdvisor,"Takhat Sachkhand Sri Hazur Abchalnagar Sahib, Khadakpura, Nanded, Nanded District, Nanded Waghala, Maharashtra",19.147373,77.314375,431601,No,#N/A
9125,Dungeswari Hills,Dungeswari Hills-BiharHeritage,Dungeswari Hills,3.75,Heritage,NULL,Gaya District,1,Near River Falgu Bodh Gaya,Bihar,TripAdvisor,"Dungeswari Hills, Bodh Gaya, Gaya District, Bihar",24.736854,85.048347,824231,No,#N/A
9126,Gurudwara Guru ka Tal,Gurudwara Guru ka Tal-Uttar PradeshHeritage,Gurudwara Guru ka Tal,4.47,Heritage,Agra,Agra District,1,Delhi-Agra Highway Between Transport Nagar and Sikandra Agra 282005,Uttar Pradesh,TripAdvisor,"Gurudwara, Ghatwasan, Kamla Nagar, Agra, Agra District, Agra, Uttar Pradesh",27.21026,78.026243,282005,No,#N/A
9127,Parsurameswar Temple,Parsurameswar Temple-OdishaHeritage,Parsurameswar Temple,4.52,Heritage,Bhubaneswar,Khordha District,1,Near Lingaraj Temple Near Bhubaneswar-Puri Road Bhubaneswar,Odisha,TripAdvisor,"Temple, Puri Cuttack Road, Lingipur, Uttara PS, Khordha District, Bhubaneswar, Odisha",20.223502,85.844324,751002,No,#N/A
9128,Golden Temple ,Golden Temple - Sri Harmandir Sahib-PunjabHeritage,Golden Temple - Sri Harmandir Sahib,4.51,Heritage,Amritsar,Amritsar District,1,Golden Temple Road Atta Mandi Katra Ahluwalia Amritsar 143001,Punjab,TripAdvisor,"OyoRooms, Katra Ahluwalia, Amritsar I, Amritsar District, Amritsar, Punjab",31.622533,74.878616,143001,No,#N/A
9129,Gol Gumbaz,Gol Gumbaz-KarnatakaHeritage,Gol Gumbaz,4.2,Heritage,Vijapura,Bijapur District,1,Murud Janjira Bijapur,Karnataka,TripAdvisor,"Gol Gumbaz, Jadar Gali, Bijapur, Bijapur District, Vijapura, Karnataka",16.82993,75.736091,586101,No,#N/A
