Attraction_id,myAttraction_name,Combined_Attraction_Name,Attraction_name,User_Review_Score,Category,City,District,Number_of_Records,Place,State,Website,Formatted_Address,Lat,Lng,Pincode,Exc_frm_vislzn,Keywords
3222,Lal Bagh Maruti Temple,Lal Bagh Maruti Temple-MaharashtraHeritage,Lal Bagh Maruti Temple,NULL,Heritage,Dhule,Dhule District,1,Dhule,Maharashtra,HolidayIQ,"Lal Bagh Maruti Temple, Navnath Nagar Near Madhavpura, Dhule, Dhule District, Dhule, Maharashtra",20.903094,74.775962,424001,No,#N/A
3223,Lal Bagh Methodist Church,Lal Bagh Methodist Church-Uttar PradeshHeritage,Lal Bagh Methodist Church,NULL,Heritage,Lucknow,Lucknow District,1,Lucknow,Uttar Pradesh,HolidayIQ,"Lal Bagh Methodist Church, Lal Bagh, Lucknow, Lucknow District, Lucknow, Uttar Pradesh",26.847573,80.93655,226001,No,#N/A
3224,Lal Bagh Palace,Lal Bagh Palace-Madhya PradeshHeritage,Lal Bagh Palace,4.1,Heritage,Indore,Indore District,1,Indore,Madhya Pradesh,HolidayIQ,"Lal Bagh Palace, Triveni Colony, Indore, Indore District, Indore, Madhya Pradesh",22.700228,75.847091,452007,No,"['palace', 'gate', 'exhibit', 'construction', 'floor', 'bank', 'collection', 'sq', 'state', 'area', 'display', 'artefact', 'window', 'entrance', 'phase', 'replica', 'nymph', 'ballroom', 'emblem', 'rule']"
3225,Lal Bahadur Shastri Smriti,Lal Bahadur Shastri Smriti-DelhiHeritage,Lal Bahadur Shastri Smriti,NULL,Heritage,New Delhi,East District,1,New Delhi,Delhi,HolidayIQ,"Lal Bahadur Shastri Marg, Shastri Park Krishna Nagar, Preet Vihar, East District, New Delhi, Delhi",28.65363646,77.28116101,110051,No,#N/A
3226,Lal Bangla,Lal Bangla-DelhiHeritage,Lal Bangla,NULL,Heritage,New Delhi,South East Delhi District,1,New Delhi,Delhi,HolidayIQ,"Lal Bangla, Dr Zakir Hussain Marg, Delhi Golf Club, Defence Colony, South East Delhi District, New Delhi, Delhi",28.600305,77.238233,110003,No,#N/A
3227,Lal Dev Mandir,Lal Dev Mandir-MaharashtraHeritage,Lal Dev Mandir,NULL,Heritage,Washim,Washim District,1,Washim,Maharashtra,HolidayIQ,"Lal Dev Mandir, Washim, Washim District, Washim, Maharashtra",20.092892,77.141058,444505,No,#N/A
3228,Lal Devi Mata Mandir,Lal Devi Mata Mandir-PunjabHeritage,Lal Devi Mata Mandir,4.65,Heritage,Amritsar,Amritsar District,1,Amritsar,Punjab,HolidayIQ,"Mata Vaishno Devi Mandir, Indira Colony, Gulmohar Avenue, Amritsar 2, Amritsar District, Amritsar, Punjab",31.6632,74.89732,143001,No,"['temple', 'appearance', 'km', 'saint']"
3229,Lal Gumbad,Lal Gumbad-DelhiHeritage,Lal Gumbad,NULL,Heritage,New Delhi,South District,1,New Delhi,Delhi,HolidayIQ,"Lal Gumbad, Malviya Nagar, Hauz Khas, South District, New Delhi, Delhi",28.540116,77.213589,110017,No,#N/A
3230,Lakshmi Narayan Temple,Lakshmi Narayan Temple-DelhiHeritage,Lakshmi Narayan Temple,NULL,Heritage,New Delhi,South East Delhi District,1,New Delhi,Delhi,HolidayIQ,"Lakshmi Narayan Temple, Block E, Kalkaji, Kalkaji, South East Delhi District, New Delhi, Delhi",28.542343,77.254244,110019,No,"['temple', 'goddess', 'level', 'garden', 'wealth', 'husband', 'industrialist', 'fountain', 'festival', 'complex', 'birthday']"
3231,Lal Khan Tomb,Lal Khan Tomb-Uttar PradeshHeritage,Lal Khan Tomb,NULL,Heritage,Varanasi,Varanasi District,1,Varanasi,Uttar Pradesh,HolidayIQ,"Lal Khan Tomb, Grand Trunk Road, Rajghat, Varanasi, Varanasi District, Varanasi, Uttar Pradesh",25.326072,83.034595,221001,No,#N/A
3232,Lal Mahal,Lal Mahal-MaharashtraHeritage,Lal Mahal,NULL,Heritage,Pune,Pune District,1,Pune,Maharashtra,HolidayIQ,"Lal Mahal Chitra, Ganesh Road, Kasba Peth, Pune City, Pune District, Pune, Maharashtra",18.518757,73.856631,411011,No,#N/A
3233,Lal Masjid,Lal Masjid-DelhiHeritage,Lal Masjid,NULL,Heritage,New Delhi,Central District,1,New Delhi,Delhi,HolidayIQ,"Lal Masjid, Dariba Kalan Road, Kucha Alam, Chandni Chowk Area, Kotwali, Central District, New Delhi, Delhi",28.653269,77.233758,110006,No,#N/A
3234,Lal Niwas,Lal Niwas-RajasthanHeritage,Lal Niwas,NULL,Heritage,Phalodi,Jodhpur District,1,Phalodi,Rajasthan,HolidayIQ,"Parmeshwar Telecom, Vaidhya Lal Purji Gali, Phalodi, Jodhpur District, Phalodi, Rajasthan",27.129863,72.356519,342301,No,"['masterpiece', 'chandelier', 'host', 'glass', 'attraction', 'artefact', 'wall', 'interior', 'sandstone', 'people', 'mason', 'palace', 'whole', 'work', 'cut']"
3235,Lala Bahuraj Mandir,Lala Bahuraj Mandir-GujaratHeritage,Lala Bahuraj Mandir,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Lala Bahuraj Mandir, Florence Residency, Thaltej, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.068494,72.522448,380059,No,#N/A
3236,Lala Ram Dev Mandir,Lala Ram Dev Mandir-GujaratHeritage,Lala Ram Dev Mandir,NULL,Heritage,Gandhidham,Kachchh District,1,Gandhidham,Gujarat,HolidayIQ,"Lala Ram Dev Mandir, Ward 1A, Adipur, Gandhidham, Kachchh District, Gandhidham, Gujarat",23.068524,70.072425,370205,No,#N/A
3237,Lalbhai Dalpatbhai Museum Of Indology,Lalbhai Dalpatbhai Museum Of Indology-GujaratHeritage,Lalbhai Dalpatbhai Museum Of Indology,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Lalbhai Dalpatbhai Museum Ahmedabad, Ahmedabad University, Navrangpura, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.033483,72.550033,380009,No,"['museum', 'painting', 'style', 'image', 'collection', 'art', 'gallery', 'sculpture', 'bronze', 'pilgrimage', 'archaeology', 'cloth', 'wood', 'period', 'painter', 'century', 'visitor', 'cult', 'phase', 'connoisseur']"
3238,Laleeta Ganpati Mandir,Laleeta Ganpati Mandir-KarnatakaHeritage,Laleeta Ganpati Mandir,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Ganpati Print Media, 5th Main Road, Agrahara Dasarahalli, Bangalore North, Bangalore District, Bengaluru, Karnataka",12.981106,77.544472,560079,No,#N/A
3239,Lakshmi Narayan Temple,Lakshmi Narayan Temple-Madhya PradeshHeritage,Lakshmi Narayan Temple,4.75,Heritage,NULL,Bhopal District,1,Bhopal,Madhya Pradesh,HolidayIQ,"Laxmi Narayan Temple, Huzur, Bhopal District, Madhya Pradesh",23.232671,77.316062,462044,No,"['temple', 'side', 'charm', 'building', 'complex', 'turret', 'wife', 'greenery', 'lawn', 'idol', 'house', 'museum', 'view', 'shrine', 'city', 'tourist', 'traveller', 'yellowish', 'family', 'devotee']"
3240,Lalgarh Museum,Lalgarh Museum-RajasthanHeritage,Lalgarh Museum,NULL,Heritage,Bikaner,Bikaner District,1,Bikaner,Rajasthan,HolidayIQ,"Lalgarh, Bheem Nagar, Bikaner, Bikaner District, Bikaner, Rajasthan",28.045353,73.310089,334004,No,#N/A
3241,Lalgarh Palace,Lalgarh Palace-RajasthanHeritage,Lalgarh Palace,3.47,Heritage,Bikaner,Bikaner District,1,Bikaner,Rajasthan,HolidayIQ,"Kailash Tent House, Lalgarh, Bheem Nagar, Bikaner, Bikaner District, Bikaner, Rajasthan",28.046103,73.309709,334004,No,"['palace', 'work', 'city', 'attraction', 'testament', 'latticework', 'sandstone', 'combination', 'architecture', 'balcony', 'garden', 'theattract', 'attention', 'transportation', 'style', 'distance', 'father', 'visitor', 'centre', 'tourist']"
3242,Lakshmi Narayan Temple,Lakshmi Narayan Temple-MaharashtraHeritage,Lakshmi Narayan Temple,NULL,Heritage,NULL,Sangli District,1,Sangli,Maharashtra,HolidayIQ,"Narayan Mandir, Miraj, Sangli District, Maharashtra",16.883059,74.463389,416417,No,#N/A
3243,Lalita Mahal Palace,Lalita Mahal Palace-KarnatakaHeritage,Lalita Mahal Palace,4.39,Heritage,Mysuru,Mysore District,1,Mysore,Karnataka,HolidayIQ,"Mysore Palace, Mysore, Mysore District, Mysuru, Karnataka",12.307862,76.656192,570004,No,#N/A
3244,Lalitammba Temple,Lalitammba Temple-TelanganaHeritage,Lalitammba Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Lalitammba Temple, Raghavendra Nagar, Lalitbagh, Bahadurpura, Hyderabad District, Hyderabad, Telangana",17.345416,78.48677,500053,No,#N/A
3245,Laliteshwar Mahadev Mandir,Laliteshwar Mahadev Mandir-GujaratHeritage,Laliteshwar Mahadev Mandir,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Laliteshwar Mahadev Mandir, Amraiwadi Road, Khokhara, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.010545,72.619671,380008,No,#N/A
3246,Lalitha Devi Temple,Lalitha Devi Temple-TelanganaHeritage,Lalitha Devi Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Lalitha Devi Temple, Raghavendra Nagar, Lalitbagh, Charminar, Hyderabad District, Hyderabad, Telangana",17.342949,78.488554,500053,No,#N/A
3247,Lalitha Parameswari Temple,Lalitha Parameswari Temple-TelanganaHeritage,Lalitha Parameswari Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Sri Sri Sri Lalitha Parameswari Temple, RTC Cross Road, Jawahar Nagar, Musheerabad, Hyderabad District, Hyderabad, Telangana",17.408157,78.492983,500020,No,#N/A
3248,Lamba Shiv Mandir,Lamba Shiv Mandir-DelhiHeritage,Lamba Shiv Mandir,NULL,Heritage,New Delhi,North West District,1,New Delhi,Delhi,HolidayIQ,"Lamba Shiv Mandir, Inder Enclave, Saraswati Vihar, North West District, New Delhi, Delhi",28.701903,77.051106,110086,No,#N/A
3249,Lakshmi Temple,Lakshmi Temple-MaharashtraHeritage,Lakshmi Temple,NULL,Heritage,Pune,Pune District,1,Pune,Maharashtra,HolidayIQ,"Lakshmi Temple, Sant Nagar, Lohegaon, Haveli, Pune District, Pune, Maharashtra",18.601781,73.929668,411047,No,#N/A
3250,Lambha Temple,Lambha Temple-GujaratHeritage,Lambha Temple,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Lambha Temple, Lambha, Daskroi, Ahmadabad District, Ahmedabad, Gujarat",22.941492,72.579495,382405,No,#N/A
3251,Langadiya Hanuman Temple,Langadiya Hanuman Temple-GujaratHeritage,Langadiya Hanuman Temple,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Hanuman Temple, Bardolpura, Madhupura, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.03893,72.58916,380004,No,#N/A
3252,Langthabal,Langthabal-ManipurHeritage,Langthabal,NULL,Heritage,Imphal,Imphal West District,1,Imphal,Manipur,HolidayIQ,"Langthabal Baptist Church, Langthabal Heirangoithong Road, Langthabal Lep, Wangoi, Imphal West District, Imphal, Manipur",24.745623,93.915038,795003,No,"['temple', 'building', 'city', 'pine', 'monument', 'palace', 'structure', 'jackfruit', 'location', 'km', 'tree', 'history', 'west', 'role', 'view', 'region', 'attraction']"
3253,Latoria Baba,Latoria Baba-DelhiHeritage,Latoria Baba,NULL,Heritage,New Delhi,South District,1,New Delhi,Delhi,HolidayIQ,"Latoria Baba, Aya Nagar Main Road, Aya Nagar Village, Aya Nagar, Hauz Khas, South District, New Delhi, Delhi",28.476922,77.130889,110047,No,#N/A
3254,Lauria Nandangarh,Lauria Nandangarh-West BengalHeritage,Lauria Nandangarh,NULL,Heritage,NULL,Paschim Medinipur District,1,Rajgir,West Bengal,HolidayIQ,"Lauria, Keshpur, Paschim Medinipur District, West Bengal",22.561292,87.442616,721150,No,"['pillar', 'engraving', 'edict', 'ash', 'lion', 'm', 'sandstone']"
3255,Laximi Mata And Renuka Mata,Laximi Mata And Renuka Mata-MaharashtraHeritage,Laximi Mata And Renuka Mata,NULL,Heritage,Pimpri Chinchwad,Pune District,1,Pimpri-Chinchwad,Maharashtra,HolidayIQ,"Mata Mandir, Kiwale, Haveli, Pune District, Pimpri Chinchwad, Maharashtra",18.659211,73.719451,412101,No,#N/A
3256,Lakshmi Temple,Lakshmi Temple-Madhya PradeshHeritage,Lakshmi Temple,NULL,Heritage,Khajuraho,Chhatarpur District,1,Khajuraho,Madhya Pradesh,HolidayIQ,"Lakshmi Temple, Sewagram, Rajnagar, Chhatarpur District, Khajuraho, Madhya Pradesh",24.85215,79.92223,471606,No,"['temple', 'figure', 'shrine', 'half', 'sandstone', 'image', 'god', 'ashlar', 'lustre', 'boar', 'sculpture', 'list', 'goddess', 'pillar', 'incarnation', 'deity', 'granite', 'ad', 'wealth', 'value']"
3257,Laxmandham Temple,Laxmandham Temple-GujaratHeritage,Laxmandham Temple,NULL,Heritage,Palitana,Bhavnagar District,1,Palitana,Gujarat,HolidayIQ,"Laxmandham Temple, Laxman Dham Society, Palitana, Bhavnagar District, Palitana, Gujarat",21.534612,71.831815,364270,No,#N/A
3258,Laxmangarh,Laxmangarh-RajasthanHeritage,Laxmangarh,NULL,Heritage,NULL,Sikar District,1,Sikar,Rajasthan,HolidayIQ,"Laxmangarh Police Station, Bhamashaha Road, Lachhmangarh, Sikar District, Rajasthan",27.840675,75.018253,332311,No,"['town', 'city', 'hill', 'havelis', 'foundation', 'sculpture', 'wall', 'structure', 'capital', 'style', 'deity', 'fresco', 'fort', 'temple', 'planning', 'painting', 'tourist', 'system']"
3259,Laxmi Chowk,Laxmi Chowk-RajasthanHeritage,Laxmi Chowk,NULL,Heritage,Udaipur,Udaipur District,1,Udaipur,Rajasthan,HolidayIQ,"Marshal Chowk, Girwa, Udaipur District, Udaipur, Rajasthan",24.58019,73.69311,313001,No,"['atrium', 'plant', 'painting', 'lawn', 'flower', 'collection', 'lady', 'access']"
3260,Laxmi Ganesh Temple,Laxmi Ganesh Temple-TelanganaHeritage,Laxmi Ganesh Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Laxmi Ganesh Temple, Punjagutta, Ameerpet, Hyderabad District, Hyderabad, Telangana",17.431466,78.449579,500016,No,#N/A
3261,Laxmi Mandir,Laxmi Mandir-TelanganaHeritage,Laxmi Mandir,4.85,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Katta Mysamma Temple, Sadar Baig Saab Dargah Road, Afzal Sagar, Mallepally, Asifnagar, Hyderabad District, Hyderabad, Telangana",17.388494,78.461435,500001,No,#N/A
3262,Laxmi Nagar Mandir,Laxmi Nagar Mandir-Madhya PradeshHeritage,Laxmi Nagar Mandir,NULL,Heritage,Burhanpur,Burhanpur District,1,Burhanpur,Madhya Pradesh,HolidayIQ,"Laxmi Nagar Mandir, Guru Govind Singh Colony, Burhanpur, Burhanpur District, Burhanpur, Madhya Pradesh",21.310104,76.215663,450331,No,#N/A
3263,Laxmi Narain Mandir,Laxmi Narain Mandir-DelhiHeritage,Laxmi Narain Mandir,NULL,Heritage,New Delhi,New Delhi District,1,New Delhi,Delhi,HolidayIQ,"Laxmi Narain Selection, Tulsi Ram Bagichi, Nangal Raya, Delhi Cantonment, New Delhi District, New Delhi, Delhi",28.610399,77.113686,110046,No,#N/A
3264,Laxmi Narasimha Swamy Temple,Laxmi Narasimha Swamy Temple-TelanganaHeritage,Laxmi Narasimha Swamy Temple,NULL,Heritage,Mahbubnagar,Mahbubnagar District;Mahabubnagar District,1,Mahbubnagar,Telangana,HolidayIQ,"Laxmi Narasimha Swamy Temple, Kristan Pally, Mahbubnagar, Mahbubnagar District, Mahbubnagar, Telangana",16.756533,77.988367,509001,No,#N/A
3265,Laxmi Narasimha Temple,Laxmi Narasimha Temple-GoaHeritage,Laxmi Narasimha Temple,4.96,Heritage,Panaji,North Goa District,1,Panjim,Goa,HolidayIQ,"Temple, Patto, Tiswadi, North Goa District, Panaji, Goa",15.496325,73.836322,403001,No,#N/A
3266,Laxmi Narayan Mandir,Laxmi Narayan Mandir-MaharashtraHeritage,Laxmi Narayan Mandir,NULL,Heritage,Pune,Pune District,1,Pune,Maharashtra,HolidayIQ,"Laxmi Narayan Mandir, Yashtara Society, Aranyeshwar Nagar, Sahakar Nagar, Pune City, Pune District, Pune, Maharashtra",18.48626,73.852748,411009,No,#N/A
3267,Lakshminarayana Temple,Lakshminarayana Temple-Andhra PradeshHeritage,Lakshminarayana Temple,NULL,Heritage,Adoni,Kurnool District,1,Adoni,Andhra Pradesh,HolidayIQ,"Lakshminarayana Temple, YMK Nagar, Adoni, Kurnool District, Adoni, Andhra Pradesh",15.6289,77.2659,518301,No,#N/A
3268,Laxmi Narayan Swamy Temple,Laxmi Narayan Swamy Temple-TelanganaHeritage,Laxmi Narayan Swamy Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Laxmi Narayan Swamy Temple, Sri Ram Nagar, Gowlipura, Bahadurpura, Hyderabad District, Hyderabad, Telangana",17.34475,78.4791,500053,No,#N/A
3269,Laxmi Narayana Temple,Laxmi Narayana Temple-TelanganaHeritage,Laxmi Narayana Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Laxmi Narayana Temple, Jawaharlal Nehru Road, Chirag Ali Lane, Abids, Nampally, Hyderabad District, Hyderabad, Telangana",17.389026,78.476256,500001,No,#N/A
3270,Laxmi Narsimha Swami Temple,Laxmi Narsimha Swami Temple-TelanganaHeritage,Laxmi Narsimha Swami Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Temple, Jahangiri Laxmi Narshimha Swami Nagar, Malkajgiri, Maredpalle, Hyderabad District, Hyderabad, Telangana",17.446117,78.523347,500047,No,#N/A
3271,Laxmi Narsinha Temple,Laxmi Narsinha Temple-MaharashtraHeritage,Laxmi Narsinha Temple,NULL,Heritage,Pune,Pune District,1,Pune,Maharashtra,HolidayIQ,"Laxmi Narsinha Temple, Keshavsut Road, Perugate, Sadashiv Peth, Pune City, Pune District, Pune, Maharashtra",18.509386,73.850757,411030,No,#N/A
3272,Laxmi Naryan Temple,Laxmi Naryan Temple-HaryanaHeritage,Laxmi Naryan Temple,NULL,Heritage,Panchkula,Panchkula District,1,Panchkula,Haryana,HolidayIQ,"Laxmi Naryan Temple, Sector 6, Panchkula, Panchkula District, Panchkula, Haryana",30.704581,76.859672,134009,No,#N/A
3273,Lal Mahal,Lal Mahal-DelhiHeritage,Lal Mahal,NULL,Heritage,New Delhi,South District,1,New Delhi,Delhi,HolidayIQ,"Lal Mahal, Mehrauli Village, Mehrauli, Hauz Khas, South District, New Delhi, Delhi",28.519132,77.17965,110030,No,#N/A
3274,Laxmi Temple,Laxmi Temple-MaharashtraHeritage,Laxmi Temple,NULL,Heritage,NULL,Solapur District,1,Solapur,Maharashtra,HolidayIQ,"Laxmi Temple, Solapur South, Solapur District, Maharashtra",17.426894,75.756092,413221,No,#N/A
3275,Laxmi Venkataramana Swami Temple,Laxmi Venkataramana Swami Temple-KarnatakaHeritage,Laxmi Venkataramana Swami Temple,NULL,Heritage,Mysuru,Mysore District,1,Mysore,Karnataka,HolidayIQ,"Sri Lakshmivenkataramanaswamy Temple, KRS Road, VV Mohalla, Mysore, Mysore District, Mysuru, Karnataka",12.326924,76.633129,570002,No,#N/A
3276,Laxmi Vilas Palace,Laxmi Vilas Palace-GujaratHeritage,Laxmi Vilas Palace,4.46,Heritage,Vadodara,Vadodara District,1,Baroda (Vadodara),Gujarat,HolidayIQ,"Lakshmi Vilas Palace, Moti Baug, Vadodara, Vadodara District, Vadodara, Gujarat",22.293748,73.191516,390011,No,"['palace', 'building', 'museum', 'family', 'court', 'house', 'painting', 'amenity', 'facility', 'work', 'engine', 'water', 'train', 'gym', 'country', 'baoli', 'dwelling', 'courtyard', 'office', 'elevator']"
3277,Laxmi Vinayal Temple,Laxmi Vinayal Temple-KarnatakaHeritage,Laxmi Vinayal Temple,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Laxmi Vinayal Temple, 1st A Cross Road, Vysya Bank HBCS, BTM Layout Stage 2, Bangalore South, Bangalore District, Bengaluru, Karnataka",12.916196,77.603093,560076,No,#N/A
3278,Laxminarayan Mandir,Laxminarayan Mandir-GujaratHeritage,Laxminarayan Mandir,NULL,Heritage,NULL,Junagadh District,1,Junagadh,Gujarat,HolidayIQ,"Laxminarayan Mandir, Junagadh, Junagadh District, Gujarat",21.530285,70.526939,362001,No,#N/A
3279,Laxmi Mandir,Laxmi Mandir-GujaratHeritage,Laxmi Mandir,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Laxmi Mandir, Jhaverchand Meghani Road, Mahalaxmi Society, Saijpur Bogha, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.067066,72.633829,382345,No,#N/A
3280,Laxminath Mandir,Laxminath Mandir-RajasthanHeritage,Laxminath Mandir,NULL,Heritage,NULL,Jaipur District,1,Jaipur,Rajasthan,HolidayIQ,"Laxminath Mandir, Chomu, Jaipur District, Rajasthan",27.171568,75.812243,303806,No,#N/A
3281,Laxminrayanji Temple,Laxminrayanji Temple-RajasthanHeritage,Laxminrayanji Temple,NULL,Heritage,NULL,Churu District,1,Churu,Rajasthan,HolidayIQ,"Temple, Sujangarh, Churu District, Rajasthan",27.894904,74.506032,331505,No,#N/A
3282,Laymens Evangelical Fellowship Church,Laymens Evangelical Fellowship Church-KarnatakaHeritage,Laymens Evangelical Fellowship Church,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Laymens Evangelical Fellowship Church, Doddanekundi, Bangalore East, Bangalore District, Bengaluru, Karnataka",12.97383,77.696624,560037,No,#N/A
3283,Ledo,Ledo-AssamHeritage,Ledo,NULL,Heritage,NULL,Tinsukia District,1,Tinsukia,Assam,HolidayIQ,"Ledo Railway Station, Margherita, Tinsukia District, Assam",27.291178,95.738528,786182,No,"['km', 'vinegar', 'distance', 'highway']"
3284,Laxmi Mandir,Laxmi Mandir-OdishaHeritage,Laxmi Mandir,NULL,Heritage,NULL,Cuttack District,1,Cuttack,Odisha,HolidayIQ,"Laxmi Mandir, Cuttack Sadar, Cuttack District, Odisha",20.401463,85.911501,753011,No,#N/A
3285,Lef Church,Lef Church-Andhra PradeshHeritage,Lef Church,NULL,Heritage,Rajahmundry,East Godavari District,1,Rajahmundry,Andhra Pradesh,HolidayIQ,"Church, Katheru, Rajahmundry Rural, East Godavari District, Rajahmundry, Andhra Pradesh",17.033437,81.784829,533105,No,#N/A
3286,Leh Palace,Leh Palace-Jammu & KashmirHeritage,Leh Palace,3.67,Heritage,NULL,Leh Ladakh District,1,Ladakh (Leh),Jammu & Kashmir,HolidayIQ,"Ladakh Art Palace, Leh, Leh Ladakh District, Jammu & Kashmir",34.17394,77.531254,194101,No,"['palace', 'century', 'family', 'annexation', 'floor', 'tourist', 'roof', 'view', 'force', 'room', 'stable', 'storey', 'construction', 'restoration', 'store']"
3287,Leimapokpam Keirungba Temple,Leimapokpam Keirungba Temple-ManipurHeritage,Leimapokpam Keirungba Temple,NULL,Heritage,Imphal,Imphal East District,1,Imphal,Manipur,HolidayIQ,"Temple, Porompat, Porompat, Imphal East District, Imphal, Manipur",24.80335,93.96576,795005,No,"['temple', 'shape', 'monument', 'use', 'cube', 'vicinity', 'brick', 'structure']"
3288,Lekhapani,Lekhapani-AssamHeritage,Lekhapani,NULL,Heritage,NULL,Tinsukia District,1,Tinsukia,Assam,HolidayIQ,"Lekhapani Police Station, NH 315, Margherita, Tinsukia District, Assam",27.333605,95.847798,786182,No,"['town', 'border', 'tribe', 'point', 'community', 'starting']"
3289,Lenin Statue,Lenin Statue-Andhra PradeshHeritage,Lenin Statue,4.03,Heritage,Vijayawada,Guntur District,1,Vijayawada,Andhra Pradesh,HolidayIQ,"Gandhi Statue, Kunchanapalle, Tadepalle, Guntur District, Vijayawada, Andhra Pradesh",16.462914,80.617889,522501,No,"['function', 'state', 'class', '1980s', 'day', 'communism', 'statue', 'rule', 'communist', 'struggle', 'people', 'site', 'year', 'world', 'attraction', 'ideology']"
